Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited,Award
Vis,2009,Color Seamlessness in Multi-Projector Displays Using Constrained Gamut Morphing,10.1109/TVCG.2009.124,https://doi.org/10.1109/TVCG.2009.124,1317,1326,Journals,"Multi-projector displays show significant spatial variation in 3D color gamut due to variation in the chromaticity gamuts across the projectors, vignetting effect of each projector and also overlap across adjacent projectors. In this paper we present a new constrained gamut morphing algorithm that removes all these variations and results in true color seamlessness across tiled multiprojector displays. Our color morphing algorithm adjusts the intensities of light from each pixel of each projector precisely to achieve a smooth morphing from one projector’s gamut to the other’s through the overlap region. This morphing is achieved by imposing precise constraints on the perceptual difference between the gamuts of two adjacent pixels. In addition, our gamut morphing assures a C1 continuity yielding visually pleasing appearance across the entire display.We demonstrate our method successfully on a planar and a curved display using both low and high-end projectors. Our approach is completely scalable, efficient and automatic. We also demonstrate the real-time performance of our image correction algorithm on GPUs for interactive applications. To the best of our knowledge, this is the first work that presents a scalable method with a strong foundation in perception and realizes, for the first time, a truly seamless display where the number of projectors cannot be deciphered.",,Behzad Sajadi;Maxim Lazarov;M. Gopi;Aditi Majumder,"Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA;Computer Science Department, University of California, Irvine, USA",,"Color Calibration,Multi-Projector Displays,Tiled Displays.,,,,,",,44,,
Vis,2009,Coloring 3D Line Fields Using Boy’s Real Projective Plane Immersion,10.1109/TVCG.2009.125,https://doi.org/10.1109/TVCG.2009.125,1457,1464,Journals,"We introduce a new method for coloring 3D line fields and show results from its application in visualizing orientation in DTI brain data sets. The method uses Boy’s surface, an immersion of RP2 in 3D. This coloring method is smooth and one-to-one except on a set of measure zero, the double curve of Boy’s surface.",,Çağatay Demiralp;John F. Hughes;David H. Laidlaw,"Brown University, USA;Brown University, USA;Brown University, USA",,"Line field,colormapping,orientation,real projective plane,tensor field,DTI.,,",,14,,
conference_external,2009,A Nested Model for Visualization Design and Validation,10.1109/TVCG.2009.111,https://doi.org/10.1109/TVCG.2009.111,921,928,Journals,"We present a nested model for the visualization design and validation with four layers: characterize the task and data in the vocabulary of the problem domain, abstract into operations and data types, design visual encoding and interaction techniques, and create algorithms to execute techniques efficiently. The output from a level above is input to the level below, bringing attention to the design challenge that an upstream error inevitably cascades to all downstream levels. This model provides prescriptive guidance for determining appropriate evaluation approaches by identifying threats to validity unique to each level. We also provide three recommendations motivated by this model: authors should distinguish between these levels when claiming contributions at more than one of them, authors should explicitly state upstream assumptions at levels above the focus of a paper, and visualization venues should accept more papers on domain characterization.",,Tamara Munzner,"University of British Columbia, Canada",,"Models,frameworks,design,evaluation.,,,,",,508,,
conference_external,2009,Participatory Visualization with Wordle,10.1109/TVCG.2009.171,https://doi.org/10.1109/TVCG.2009.171,1137,1144,Journals,"We discuss the design and usage of ldquoWordle,rdquo a Web-based tool for visualizing text. Wordle creates tag-cloud-like displays that give careful attention to typography, color, and composition. We describe the algorithms used to balance various aesthetic criteria and create the distinctive Wordle layouts. We then present the results of a study of Wordle usage, based both on spontaneous behaviour observed in the wild, and on a large-scale survey of Wordle users. The results suggest that Wordles have become a kind of medium of expression, and that a ldquoparticipatory culturerdquo has arisen around them.",,Fernanda B. Viegas;Martin Wattenberg;Jonathan Feinberg,"IBM Research, USA;IBM Research, USA;IBM Research, USA",,"Visualization,text,tag cloud,participatory culture,memory,educational visualization,social data analysis,",,236,,
conference_external,2009,Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations,10.1109/TVCG.2009.122,https://doi.org/10.1109/TVCG.2009.122,1009,1016,Journals,"While many data sets contain multiple relationships, depicting more than one data relationship within a single visualization is challenging. We introduce Bubble Sets as a visualization technique for data that has both a primary data relation with a semantically significant spatial organization and a significant set membership relation in which members of the same set are not necessarily adjacent in the primary layout. In order to maintain the spatial rights of the primary data relation, we avoid layout adjustment techniques that improve set cluster continuity and density. Instead, we use a continuous, possibly concave, isocontour to delineate set membership, without disrupting the primary layout. Optimizations minimize cluster overlap and provide for calculation of the isocontours at interactive speeds. Case studies show how this technique can be used to indicate multiple sets on a variety of common visualizations.",,Christopher Collins;Gerald Penn;Sheelagh Carpendale,"University of Toronto, Canada;University of Toronto, Canada;University of Calgary, Canada",,"clustering,spatial layout,graph visualization,tree visualization,,,,",,215,,
conference_external,2009,Protovis: A Graphical Toolkit for Visualization,10.1109/TVCG.2009.174,https://doi.org/10.1109/TVCG.2009.174,1121,1128,Journals,"Despite myriad tools for visualizing data, there remains a gap between the notational efficiency of high-level visualization systems and the expressiveness and accessibility of low-level graphical systems. Powerful visualization systems may be inflexible or impose abstractions foreign to visual thinking, while graphical systems such as rendering APIs and vector-based drawing programs are tedious for complex work. We argue that an easy-to-use graphical system tailored for visualization is needed. In response, we contribute Protovis, an extensible toolkit for constructing visualizations by composing simple graphical primitives. In Protovis, designers specify visualizations as a hierarchy of marks with visual properties defined as functions of data. This representation achieves a level of expressiveness comparable to low-level graphics systems, while improving efficiency - the effort required to specify a visualization - and accessibility - the effort required to learn and modify the representation. We substantiate this claim through a diverse collection of examples and comparative analysis with popular visualization tools.",,Michael Bostock;Jeffrey Heer,"Computer Science Department, University of Stanford, Stanford, CA, USA;Computer Science Department, University of Stanford, Stanford, CA, USA",,"Information visualization,user interfaces,toolkits,2D graphics.,,,,",,199,,
conference_external,2009,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,10.1109/TVCG.2009.143,https://doi.org/10.1109/TVCG.2009.143,1041,1048,Journals,"Spatial interactions (or flows), such as population migration and disease spread, naturally form a weighted location-to-location network (graph). Such geographically embedded networks (graphs) are usually very large. For example, the county-to-county migration data in the U.S. has thousands of counties and about a million migration paths. Moreover, many variables are associated with each flow, such as the number of migrants for different age groups, income levels, and occupations. It is a challenging task to visualize such data and discover network structures, multivariate relations, and their geographic patterns simultaneously. This paper addresses these challenges by developing an integrated interactive visualization framework that consists three coupled components: (1) a spatially constrained graph partitioning method that can construct a hierarchy of geographical regions (communities), where there are more flows or connections within regions than across regions; (2) a multivariate clustering and visualization method to detect and present multivariate patterns in the aggregated region-to-region flows; and (3) a highly interactive flow mapping component to map both flow and multivariate patterns in the geographic space, at different hierarchical levels. The proposed approach can process relatively large data sets and effectively discover and visualize major flow structures and multivariate relations at the same time. User interactions are supported to facilitate the understanding of both an overview and detailed patterns.",,Diansheng Guo,"Department of Geography, University of South Carolina, USA",,"hierarchical clustering,graph partitioning,flow mapping,spatial interaction,contiguity constraints,multidimensional visualization,coordinated views,data mining",,164,,
conference_external,2009,"“Search, Show Context, Expand on Demand”: Supporting Large Graph Exploration with Degree-of-Interest",10.1109/TVCG.2009.108,https://doi.org/10.1109/TVCG.2009.108,953,960,Journals,"A common goal in graph visualization research is the design of novel techniques for displaying an overview of an entire graph. However, there are many situations where such an overview is not relevant or practical for users, as analyzing the global structure may not be related to the main task of the users that have semi-specific information needs. Furthermore, users accessing large graph databases through an online connection or users running on less powerful (mobile) hardware simply do not have the resources needed to compute these overviews. In this paper, we advocate an interaction model that allows users to remotely browse the immediate context graph around a specific node of interest. We show how Furnas’ original degree of interest function can be adapted from trees to graphs and how we can use this metric to extract useful contextual subgraphs, control the complexity of the generated visualization and direct users to interesting datapoints in the context. We demeffectiveness of our approach with an exploration of a dense online database containing over 3 million legal citations.",,Frank van Ham;Adam Perer,"IBM ILOG Research, Gentilly, France;IBM Research, Haifa, Israel",,"Graph visualization,network visualization,degree of interest,legal citation networks,focus+context,,,",,136,,
conference_external,2009,MizBee: A Multiscale Synteny Browser,10.1109/TVCG.2009.167,https://doi.org/10.1109/TVCG.2009.167,897,904,Journals,"In the field of comparative genomics, scientists seek to answer questions about evolution and genomic function by comparing the genomes of species to find regions of shared sequences. Conserve dsyntenic blocks are an important biological data abstraction for indicating regions of shared sequences. The goal of this work is to show multiple types of relationships at multiple scales in a way that is visually comprehensible in accordance with known perceptual principles. We present a task analysis for this domain where the fundamental questions asked by biologists can be understood by a characterization of relationships into the four types of proximity/location, size, orientation, and similarity/strength, and the four scales of genome, chromosome, block, and genomic feature. We also propose a new taxonomy of the design space for visually encoding conservation data. We present MizBee, a multiscale synteny browser with the unique property of providing interactive side-by-side views of the data across the range of scales supporting exploration of all of these relationship types. We conclude with case studies from two biologists who used MizBee to augment their previous automatic analysis work flow, providing anecdotal evidence about the efficacy of the system for the visualization of syntenic data, the analysis of conservation relationships, and the communication of scientific insights.",,Miriah Meyer;Tamara Munzner;Hanspeter Pfister,"Harvard University, USA;University of British Columbia, Canada;Harvard University, USA",,"Information visualization,design study,bioinformatics,synteny.,,,,",,116,,
Vis,2009,A Physiologically-based Model for Simulation of Color Vision Deficiency,10.1109/TVCG.2009.113,https://doi.org/10.1109/TVCG.2009.113,1291,1298,Journals,"Color vision deficiency (CVD) affects approximately 200 million people worldwide, compromising the ability of these individuals to effectively perform color and visualization-related tasks. This has a significant impact on their private and professional lives. We present a physiologically-based model for simulating color vision. Our model is based on the stage theory of human color vision and is derived from data reported in electrophysiological studies. It is the first model to consistently handle normal color vision, anomalous trichromacy, and dichromacy in a unified way. We have validated the proposed model through an experimentalevaluation involving groups of color vision deficient individuals and normal color vision ones. Our model can provide insights and feedback on how to improve visualization experiences for individuals with CVD. It also provides a framework for testing hypotheses about some aspects of the retinal photoreceptors in color vision deficient individuals.",,Gustavo M. Machado;Manuel M. Oliveira;Leandro A. F. Fernandes,"UFRGS, Brazil;UFRGS, Brazil;UFRGS, Brazil",,"Models of Color Vision,Color Perception,Simulation of Color Vision Deficiency,Anomalous Trichromacy,Dichromacy.,,,",,95,,
