Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited,Award
conference_external,2007,Navigating in a Shape Space of Registered Models,10.1109/TVCG.2007.70581,https://doi.org/10.1109/TVCG.2007.70581,1552,1559,Journals,"New product development involves people with different backgrounds. Designers, engineers, and consumers all have different criteria, and these criteria interact. Early concepts evolve in this kind of collaborative context, and there is a need for dynamic visualization of the interaction between design shape and other shape-related design criteria. In this paper, a Morphable Model is defined from simplified representations of suitably chosen real cars, providing a continuous shape space to navigate, manipulate, and visualize. Physical properties and consumer-provided scores for the real cars (such as 'weight' and 'sportiness') are estimated for new designs across the shape space. This coupling allows one to manipulate the shape directly while reviewing the impact on estimated criteria, or conversely, to manipulate the criterial values of the current design to produce a new shape with more desirable attributes.",,Randall Smith;Richard Pawlicki;István Kókai;Jörg Finger;Thomas Vetter,"GM R&D;GM R&D;University of Basel, Switzerland;University of Basel, Switzerland;University of Basel, Switzerland",,"Morphable model,shape space,barycentric coordinates,design space.,,,,,,",,21,,
InfoVis,2007,Toward a Deeper Understanding of the Role of Interaction in Information Visualization,10.1109/TVCG.2007.70515,https://doi.org/10.1109/TVCG.2007.70515,1224,1231,Journals,"Even though interaction is an important part of information visualization (Infovis), it has garnered a relatively low level of attention from the Infovis community. A few frameworks and taxonomies of Infovis interaction techniques exist, but they typically focus on low-level operations and do not address the variety of benefits interaction provides. After conducting an extensive review of Infovis systems and their interactive capabilities, we propose seven general categories of interaction techniques widely used in Infovis: 1) Select, 2) Explore, 3) Reconfigure, 4) Encode, 5) Abstract/Elaborate, 6) Filter, and 7) Connect. These categories are organized around a user's intent while interacting with a system rather than the low-level interaction techniques provided by a system. The categories can act as a framework to help discuss and evaluate interaction techniques and hopefully lay an initial foundation toward a deeper understanding and a science of interaction.",,Ji Soo Yi;Youn ah Kang;John Stasko;J.A. Jacko,"Health Systems Institute, Georgia Institute of Technology, USA;School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA;School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA;School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA",,"Information visualization,interaction,interaction techniques,taxonomy,visual analytics,,,,,",,574,,
InfoVis,2007,ManyEyes: a Site for Visualization at Internet Scale,10.1109/TVCG.2007.70577,https://doi.org/10.1109/TVCG.2007.70577,1121,1128,Journals,"We describe the design and deployment of Many Eyes, a public Web site where users may upload data, create interactive visualizations, and carry on discussions. The goal of the site is to support collaboration around visualizations at a large scale by fostering a social style of data analysis in which visualizations not only serve as a discovery tool for individuals but also as a medium to spur discussion among users. To support this goal, the site includes novel mechanisms for end-user creation of visualizations and asynchronous collaboration around those visualizations. In addition to describing these technologies, we provide a preliminary report on the activity of our users.",,Fernanda B. Viegas;Martin Wattenberg;Frank van Ham;Jesse Kriss;Matt McKeon,"IBM Research GmbH, Switzerland;IBM Research GmbH, Switzerland;IBM Research GmbH, Switzerland;IBM Research GmbH, Switzerland;IBM Research GmbH, Switzerland",,"Visualization,World Wide Web,Social Software,Social Data Analysis,Communication-Minded Visualization.,,,,,",,397,,
InfoVis,2007,NodeTrix: a Hybrid Visualization of Social Networks,10.1109/TVCG.2007.70582,https://doi.org/10.1109/TVCG.2007.70582,1302,1309,Journals,"The need to visualize large social networks is growing as hardware capabilities make analyzing large networks feasible and many new data sets become available. Unfortunately, the visualizations in existing systems do not satisfactorily resolve the basic dilemma of being readable both for the global structure of the network and also for detailed analysis of local communities. To address this problem, we present NodeTrix, a hybrid representation for networks that combines the advantages of two traditional representations: node-link diagrams are used to show the global structure of a network, while arbitrary portions of the network can be shown as adjacency matrices to better support the analysis of communities. A key contribution is a set of interaction techniques. These allow analysts to create a NodeTrix visualization by dragging selections to and from node-link and matrix forms, and to flexibly manipulate the NodeTrix representation to explore the dataset and create meaningful summary visualizations of their findings. Finally, we present a case study applying NodeTrix to the analysis of the InfoVis 2004 coauthorship dataset to illustrate the capabilities of NodeTrix as both an exploration tool and an effective means of communicating results.",,Nathalie Henry;Jean-Daniel Fekete;Michael J. McGuffin,"University of Sydney, Australia;INRIA Futurs and Laboratory RI UMR CNRS 5800, France;Ontario Cancer Institute, University of Toronto, Canada",,"Network visualization,Matrix visualization,Hybrid visualization,Aggregation,Interaction.,,,,,",,335,,
InfoVis,2007,Show Me: Automatic Presentation for Visual Analysis,10.1109/TVCG.2007.70594,https://doi.org/10.1109/TVCG.2007.70594,1137,1144,Journals,"This paper describes Show Me, an integrated set of user interface commands and defaults that incorporate automatic presentation into a commercial visual analysis system called Tableau. A key aspect of Tableau is VizQL, a language for specifying views, which is used by Show Me to extend automatic presentation to the generation of tables of views (commonly called small multiple displays). A key research issue for the commercial application of automatic presentation is the user experience, which must support the flow of visual analysis. User experience has not been the focus of previous research on automatic presentation. The Show Me user experience includes the automatic selection of mark types, a command to add a single field to a view, and a pair of commands to build views for multiple fields. Although the use of these defaults and commands is optional, user interface logs indicate that Show Me is used by commercial users.",,Jock Mackinlay;Pat Hanrahan;Chris Stolte,"Tableau Software, USA;Stanford University and Tableau Software, USA;Tableau Software, USA",,"Automatic presentation,visual analysis,graphic design,best practices,data visualization,small multiples.,,,,",,268,,
InfoVis,2007,A Taxonomy of Clutter Reduction for Information Visualisation,10.1109/TVCG.2007.70535,https://doi.org/10.1109/TVCG.2007.70535,1216,1223,Journals,"Information visualisation is about gaining insight into data through a visual representation. This data is often multivariate and increasingly, the datasets are very large. To help us explore all this data, numerous visualisation applications, both commercial and research prototypes, have been designed using a variety of techniques and algorithms. Whether they are dedicated to geo-spatial data or skewed hierarchical data, most of the visualisations need to adopt strategies for dealing with overcrowded displays, brought about by too much data to fit in too small a display space. This paper analyses a large number of these clutter reduction methods, classifying them both in terms of how they deal with clutter reduction and more importantly, in terms of the benefits and losses. The aim of the resulting taxonomy is to act as a guide to match techniques to problems where different criteria may have different importance, and more importantly as a means to critique and hence develop existing and new techniques.",,Geoffrey Ellis;Alan Dix,"Lancaster University, USA;Lancaster University, USA",,"Clutter reduction,information visualisation,occlusion,large datasets,taxonomy.,,,,,",,262,,
InfoVis,2007,Animated Transitions in Statistical Data Graphics,10.1109/TVCG.2007.70539,https://doi.org/10.1109/TVCG.2007.70539,1240,1247,Journals,"In this paper we investigate the effectiveness of animated transitions between common statistical data graphics such as bar charts, pie charts, and scatter plots. We extend theoretical models of data graphics to include such transitions, introducing a taxonomy of transition types. We then propose design principles for creating effective transitions and illustrate the application of these principles in DynaVis, a visualization system featuring animated data graphics. Two controlled experiments were conducted to assess the efficacy of various transition types, finding that animated transitions can significantly improve graphical perception.",,Jeffrey Heer;George Robertson,"Computer Science Division, University of California, Berkeley, USA;Microsoft Research Limited, USA",,"Statistical data graphics,animation,transitions,information visualization,design,experiment,,,,",,254,,
InfoVis,2007,Casual Information Visualization: Depictions of Data in Everyday Life,10.1109/TVCG.2007.70541,https://doi.org/10.1109/TVCG.2007.70541,1145,1152,Journals,"Information visualization has often focused on providing deep insight for expert user populations and on techniques for amplifying cognition through complicated interactive visual models. This paper proposes a new subdomain for infovis research that complements the focus on analytic tasks and expert use. Instead of work-related and analytically driven infovis, we propose Casual Information Visualization (or Casual Infovis) as a complement to more traditional infovis domains. Traditional infovis systems, techniques, and methods do not easily lend themselves to the broad range of user populations, from expert to novices, or from work tasks to more everyday situations. We propose definitions, perspectives, and research directions for further investigations of this emerging subfield. These perspectives build from ambient information visualization [32], social visualization, and also from artistic work that visualizes information [41]. We seek to provide a perspective on infovis that integrates these research agendas under a coherent vocabulary and framework for design. We enumerate the following contributions. First, we demonstrate how blurry the boundary of infovis is by examining systems that exhibit many of the putative proper ties of infovis systems, but perhaps would not be considered so. Second, we explore the notion of insight and how, instead of a monolithic definition of insight, there may be multiple types, each with particular characteristics. Third, we discuss design challenges for systems intended for casual audiences. Finally we conclude with challenges for system evaluation in this emerging subfield.",,Zachary Pousman;John Stasko;Michael Mateas,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA;School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA;University of California, Santa Cruz, USA",,"Casual information visualization,ambient infovis,social infovis,editorial,design,evaluation.,,,,",,221,,
InfoVis,2007,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,10.1109/TVCG.2007.70589,https://doi.org/10.1109/TVCG.2007.70589,1129,1136,Journals,"This paper presents scented widgets, graphical user interface controls enhanced with embedded visualizations that facilitate navigation in information spaces. We describe design guidelines for adding visual cues to common user interface widgets such as radio buttons, sliders, and combo boxes and contribute a general software framework for applying scented widgets within applications with minimal modifications to existing source code. We provide a number of example applications and describe a controlled experiment which finds that users exploring unfamiliar data make up to twice as many unique discoveries using widgets imbued with social navigation data. However, these differences equalize as familiarity with the data increases.",,Wesley Willett;Jeffrey Heer;Maneesh Agrawala,"Computer Science Division, University of California Berkeley, USA;Computer Science Division, University of California Berkeley, USA;Computer Science Division, University of California Berkeley, USA",,"Information visualization,user interface toolkits,information foraging,social navigation,social data analysis,,,,,",,165,,
conference_external,2007,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,10.1109/TVCG.2007.70551,https://doi.org/10.1109/TVCG.2007.70551,1464,1471,Journals,"The recently introduced notion of Finite-Time Lyapunov Exponent to characterize Coherent Lagrangian Structures provides a powerful framework for the visualization and analysis of complex technical flows. Its definition is simple and intuitive, and it has a deep theoretical foundation. While the application of this approach seems straightforward in theory, the associated computational cost is essentially prohibitive. Due to the Lagrangian nature of this technique, a huge number of particle paths must be computed to fill the space-time flow domain. In this paper, we propose a novel scheme for the adaptive computation of FTLE fields in two and three dimensions that significantly reduces the number of required particle paths. Furthermore, for three-dimensional flows, we show on several examples that meaningful results can be obtained by restricting the analysis to a well-chosen plane intersecting the flow domain. Finally, we examine some of the visualization aspects of FTLE-based methods and introduce several new variations that help in the analysis of specific aspects of a flow.",,Christoph Garth;Florian Gerhardt;Xavier Tricoche;Hagen Hans,"Institute for Data Analysis and Visualization, University of California, Davis, USA;University of Kaiserslautern, Germany;SCI Institute, University of Utah, USA;University of Kaiserslautern, Germany",,"flow visualization,feature detection,3D vector field visualization,,,,,,,",,136,,
