Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited,Award
InfoVis-conf,2002,Visualizing data with bounded uncertainty,10.1109/INFVIS.2002.1173145,http://dx.doi.org/10.1109/INFVIS.2002.1173145,37,40,Conferences,"Visualization is a powerful way to facilitate data analysis, but it is crucial that visualization systems explicitly convey the presence, nature, and degree of uncertainty to users. Otherwise, there is a danger that data will be falsely interpreted, potentially leading to inaccurate conclusions. A common method for denoting uncertainty is to use error bars or similar techniques designed to convey the degree of statistical uncertainty. While uncertainty can often be modeled statistically, a second form of uncertainty, bounded uncertainty, can also arise that has very different properties than statistical uncertainty. Error bars should not be used for bounded uncertainty because they do not convey the correct properties, so a different technique should be used instead. We describe a technique for conveying bounded uncertainty in visualizations and show how it can be applied systematically to common displays of abstract charts and graphs. Interestingly, it is not always possible to show the exact degree of uncertainty, and in some cases it can only be displayed approximately.",,C. Olston;J.D. Mackinlay,"Stanford Univ., CA, USA;",,,,29,,
InfoVis-conf,2002,Process visualization with levels of detail,10.1109/INFVIS.2002.1173149,http://dx.doi.org/10.1109/INFVIS.2002.1173149,67,70,Conferences,"We demonstrate how we apply information visualization techniques to process monitoring. Virtual instruments are enhanced using history encoding instruments are capable of displaying the current value and the value from the near past. Multi-instruments are capable of displaying several data sources simultaneously. Levels of detail for virtual instruments are introduced where the screen area is inversely proportional to the information amount displayed. Furthermore the monitoring system is enhanced by using: 3D anchoring attachment of instruments to positions on a 3D model, collision avoidance a physically based spring model prevents instruments from overlapping, and focus+context rendering - giving the user a possibility to examine particular instruments in detail without loosing the context information.",,K. Matkovic;H. Hauser;R. Sainitzer;M.E. Groller,"VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria;;",,,,19,,
InfoVis-conf,2002,Arc diagrams: visualizing structure in strings,10.1109/INFVIS.2002.1173155,http://dx.doi.org/10.1109/INFVIS.2002.1173155,110,116,Conferences,"This paper introduces a new visualization method, the arc diagram, which is capable of representing complex patterns of repetition in string data. Arc diagrams improve over previous methods such as dotplots because they scale efficiently for strings that contain many instances of the same subsequence. This paper describes design and implementation issues related to arc diagrams and shows how they may be applied to visualize such diverse data as music, text, and compiled code.",,M. Wattenberg,"IBM Res., Cambridge, MA, USA",,,,87,,
InfoVis-conf,2002,Angular brushing of extended parallel coordinates,10.1109/INFVIS.2002.1173157,http://dx.doi.org/10.1109/INFVIS.2002.1173157,127,130,Conferences,"In this paper we present angular brushing for parallel coordinates (PC) as a new approach to highlighting rational data-properties, i.e., features which - in a non-separable way - depend on two data dimensions. We also demonstrate smooth brushing as an intuitive tool for specifying nonbinary degree-of-interest functions (for focus+context visualization). We also briefly describe our implementation as well as its application to the visualization of CFD data.",,H. Hauser;F. Ledermann;H. Doleisch,"VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria",,,,94,,
InfoVis-conf,2002,A hybrid layout algorithm for sub-quadratic multidimensional scaling,10.1109/INFVIS.2002.1173161,http://dx.doi.org/10.1109/INFVIS.2002.1173161,152,158,Conferences,"Many clustering and layout techniques have been used for structuring and visualising complex data. This paper is inspired by a number of such contemporary techniques and presents a novel hybrid approach based upon stochastic sampling, interpolation and spring models. We use Chalmers' 1996 O(N/sup 2/) spring model as a benchmark when evaluating our technique, comparing layout quality and run times using data sets of synthetic and real data. Our algorithm runs in O(N/spl radic/N) and executes significantly faster than Chalmers' 1996 algorithm, whilst producing superior layouts. In reducing complexity and run time, we allow the visualisation of data sets of previously infeasible size. Our results indicate that our method is a solid foundation for interactive and visual exploration of data.",,A. Morrison;G. Ross;M. Chalmers,"Dept. of Comput. Sci., Glasgow Univ., UK;Dept. of Comput. Sci., Glasgow Univ., UK;Dept. of Comput. Sci., Glasgow Univ., UK",,,,21,,
InfoVis-conf,2002,Visual path analysis,10.1109/INFVIS.2002.1173163,http://dx.doi.org/10.1109/INFVIS.2002.1173163,165,168,Conferences,"We describe a system for analyzing the flow of traffic through Web sites. We decomposed the general path analysis problem into a set of distinct subproblems, and created a visual metaphor for analyzing each of them. Our system works off of multiple representations of the clickstream, and exposes the path extraction algorithms and data to the visual metaphors as Web services. We have combined the visual metaphors into a Web-based ""path analysis portal"" that lets the user easily switch between the different modes of analysis.",,T.A. Keahey;S.G. Eick,;,,,,3,,
InfoVis-conf,2002,"Internet traffic: visualization, discovery, and very large displays",10.1109/INFVIS.2002.1173140,http://dx.doi.org/10.1109/INFVIS.2002.1173140,3,4,Conferences,"For a decade, the ruling common wisdom for Internet traffic held that it was everywhere bursty: over periods lasting tens of milliseconds to hundreds, the traffic was either much below its average rate or much above. In other words, the traffic was not smooth, not staying at all times close to its average. It was bursty on the cable running down a street, carrying the merged traffic of a small number of cable modem users in one section of a town. It was bursty on the core fiber of an Internet service provider, carrying the merged traffic of thousands of users from all over the country. The Internet was designed to accommodate the bursty traffic. The routers and switches that forward traffic from one place to the next were designed for burstiness, and Internet service providers allocated traffic loads on the devices based on an assumption of burstiness. Recently, it was discovered that the old common wisdom is not true. Visualization played a fundamental role in the discovery. The old wisdom held up for links with a small numbers of users. But as the number of users increases, the burstiness dissipates, and the traffic becomes smooth. Design of the high-load part of the Internet needs to be rethought. The old wisdom had persisted for high-load links because the databases of traffic measurements from them are immense, and the traffic measurements had not been studied in their fullest detail, which is necessary to see the smoothing. Visualization tools allowed the detail to be seen, and allowed the verification of a mathematical theory that predicts the smoothing. To see the detail, individual visual displays were created that take up an amount of virtual screen real estate measured in hundreds of pages. It is a simple idea: if you have a lot of data, and you want to see it in detail, you need a lot of space. What is needed now is a rich set of ideas and methods for navigating such very large displays.",,W.S. Cleveland,"Dept. Stat. Res., Bell Labs., Holmdel, NJ, USA",,,,0,,
InfoVis-conf,2002,Efficient cartogram generation: a comparison,10.1109/INFVIS.2002.1173144,http://dx.doi.org/10.1109/INFVIS.2002.1173144,33,36,Conferences,"Cartograms are a well-known technique for showing geography-related statistical information, such as population demographics and epidemiological data. The basic idea is to distort a map by resizing its regions according to a statistical parameter, but in a way that keeps the map recognizable. We deal with the problem of making continuous cartograms that strictly retain the topology of the input mesh. We compare two algorithms to solve the continuous cartogram problem. The first one uses an iterative relocation of the vertices based on scanlines. The second one is based on the Gridfit technique, which uses pixel-based distortion based on a quadtree-like data structure.",,D.A. Keim;S.C. North;C. Panse;J. Schneidewind,"AT&T Shannon Lab., Florham Park, NJ, USA;AT&T Shannon Lab., Florham Park, NJ, USA;;",,,,5,,
InfoVis-conf,2002,Case study: visualizing sets of evolutionary trees,10.1109/INFVIS.2002.1173150,http://dx.doi.org/10.1109/INFVIS.2002.1173150,71,74,Conferences,"We describe a visualization tool which allows a biologist to explore a large set of hypothetical evolutionary trees. Interacting with such a dataset allows the biologist to identify distinct hypotheses about how different species or organisms evolved, which would not have been clear from traditional analyses. Our system integrates a point-set visualization of the distribution of hypothetical trees with detail views of an individual tree, or of a consensus tree summarizing a subset of trees. Efficient algorithms were required for the key tasks of computing distances between trees, finding consensus trees, and laying out the point-set visualization.",,N. Amenta;J. Klingner,"Texas Univ., Austin, TX, USA;Texas Univ., Austin, TX, USA",,,,22,,
InfoVis-conf,2002,Multiple foci drill-down through tuple and attribute aggregation polyarchies in tabular data,10.1109/INFVIS.2002.1173158,http://dx.doi.org/10.1109/INFVIS.2002.1173158,131,134,Conferences,"Information analysis often involves decomposing data into sub-groups to allow for comparison and identification of relationships. Breakdown Visualization provides a mechanism to support this analysis through user guided drill-down of polyarchical metadata. This metadata describes multiple hierarchical structures for organizing tuple aggregations and table attributes. This structure is seen in financial data, organizational structures, sport statistics, and other domains. A spreadsheet format enables comparison of visualizations at any level of the hierarchy. Breakdown Visualization allows users to drill-down a single hierarchy then pivot into another hierarchy within the same view. It utilizes a fix and move technique that allows users to select multiple foci for drill-down.",,N. Conklin;S. Prabhakar;C. North,"Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA;Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA;Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA",,,,7,,
