Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited,Award
InfoVis-conf,2001,Case study: design and assessment of an enhanced geographic information system for exploration of multivariate health statistics,10.1109/INFVIS.2001.963294,http://dx.doi.org/10.1109/INFVIS.2001.963294,159,162,Conferences,,,R.M. Edsall;A.M. MacEachren;L. Pickle,Arizona State University;;,,,,9,,
InfoVis-conf,2001,Battlespace visualization: a grand challenge,10.1109/INFVIS.2001.963296,http://dx.doi.org/10.1109/INFVIS.2001.963296,169,170,Conferences,,,J.L. Posdamer;J. Dantone;N. Gershon;J. Dale;T. Hamburger;W. Page,Sarnoff Corporation;;;;;,,,,0,,
InfoVis-conf,2001,Visualizing time-series on spirals,10.1109/INFVIS.2001.963273,http://dx.doi.org/10.1109/INFVIS.2001.963273,7,13,Conferences,,,M. Weber;M. Alexa;W. Muller,Technische Universitat Darmstadt;;,,,,116,,
InfoVis-conf,2001,Technical note: visually encoding program test information to find faults in software,10.1109/INFVIS.2001.963277,http://dx.doi.org/10.1109/INFVIS.2001.963277,33,36,Conferences,,,J. Eagan;M.J. Harrold;J.A. Jones;J. Stasko,Georgia Institute of Technology Atlanta;;;,,,,8,,
InfoVis-conf,2001,Ordered treemap layouts,10.1109/INFVIS.2001.963283,http://dx.doi.org/10.1109/INFVIS.2001.963283,73,78,Conferences,,,B. Shneiderman;M. Wattenberg,University of Maryland;,,,,89,,
InfoVis-conf,2001,Botanical visualization of huge hierarchies,10.1109/INFVIS.2001.963285,http://dx.doi.org/10.1109/INFVIS.2001.963285,87,94,Conferences,,,E. Kleiberg;H. van de Wetering;J.J. van Wijk,Eindhoven University of Technology;;,,,,36,,
InfoVis-conf,2001,Case study: e-commerce clickstream visualization,10.1109/INFVIS.2001.963293,http://dx.doi.org/10.1109/INFVIS.2001.963293,153,156,Conferences,,,J. Brainerd;B. Becker,Blue Martini Software;,,,,8,,
InfoVis-conf,2001,Graphic data display for cardiovascular system,10.1109/INFVIS.2001.963295,http://dx.doi.org/10.1109/INFVIS.2001.963295,163,166,Conferences,,,J. Agutter;N. Syroid;F. Drews;D. Westenskow;J. Bermudez;D. Strayer,University of Utah;;;;;,,,,3,,
InfoVis-conf,2001,To draw a tree,10.1109/INFVIS.2001.963272,http://dx.doi.org/10.1109/INFVIS.2001.963272,3,3,Conferences,,,P. Hanrahan,Stanford University,,,,0,,
InfoVis-conf,2001,Getting along: composition of visualization paradigms,10.1109/INFVIS.2001.963278,http://dx.doi.org/10.1109/INFVIS.2001.963278,37,40,Conferences,,,T.A. Keahey,"Visual Insights, Inc.",,,,6,,
