Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited,Award
VAST-conf,2008,Interactive poster: Visual analytic techniques for CO2 emissions and concentrations in the United States,10.1109/VAST.2008.4677372,http://dx.doi.org/10.1109/VAST.2008.4677372,173,174,Conferences,"Climate change has emerged as one of the grand global challenges facing humanity. The dominant anthropogenic greenhouse gas that seems to be contributing to the climate change problem, carbon dioxide (CO2), has a complex cycle through the atmosphere, oceans and biosphere. The combustion of fossil fuels (power production, transportation, etc.) remains the largest source of anthropogenic CO2 to the Earthpsilas atmosphere. Up until very recently, the quantification of fossil fuel CO2 was understood only at coarse space and time scales. A recent research effort has greatly improved this space/time quantification resulting in source data at a resolution of less than 10 km2/hr at the surface of North America. By providing visual tools to examine this new, high resolution CO2 data, we can better understand the way that CO2 is transmitted within the atmosphere and how it is exchanged with other components of the Earth System. We have developed interactive visual analytic tools, which allows for easy data manipulation, analysis, and extraction. The visualization system is aimed for a wide range of users which include researchers and political leaders. The goal is to help assist these people in analyzing data and enabling new policy options in mitigation of fossil fuel CO2 emissions in the U.S.",,Nathan Andrysco;Bedrich Benes;Kevin Gurney,"Department of Computer Science, Purdue University, USA;Department of Computer Graphics Technology, Purdue University, USA;Department of Atmospheric Sciences, Purdue University, USA",,"Visual Analytics,CO2,,,,,,,Multivariate and Spatio-Temporal Data,Volume Visualization,GIS,Interactive Visualization,I.3.8 [Computer Graphics]: Applications—,,,",,0,,
VAST-conf,2008,A compound approach for interactive visualization of time-oriented data,10.1109/VAST.2008.4677374,http://dx.doi.org/10.1109/VAST.2008.4677374,177,178,Conferences,"Many real-world visual analytics applications involve time-oriented data. I am working in a research project related to this challenge where I am responsible for the interactive visualization part. My goal are interactive visualizations to explore such time-oriented data according to the user tasks while considering the structure of time. Time is composed of many granularities that are likely to have crucial influence on the formation of the data. The challenge is to integrate the granularities into a detailed compound view on the data, like the compound eye of insects integrates many images into one view. Other members of our team are experts in temporal data mining and user centered design. The goal is to combine our research topics to an integrated system that helps domain experts to get more insight from their time-oriented data.",,Tim Lammarsch,"Department of Information and Knowledge Engineering (ike), Danube University Krems, Austria",,"I.3.6 [Computing Methodologies]: Computer Graphics—Methodology and Techniques,H.5.m [Information Systems]: Information Interfaces And Presentation (e.g., HCI)—Miscellaneous,,,,,,,,,,,,,,",,0,,
VAST-conf,2008,Visual analysis for mutual fund performance,10.1109/VAST.2008.4677376,http://dx.doi.org/10.1109/VAST.2008.4677376,181,182,Conferences,"Mutual funds are one of the most important investment instruments available. However, choosing among mutual funds is not an easy task because they vary in many different dimensions, such as asset size, turnover and fee structure, and these characteristics may affect fund returns. It is thus important to understand the relation between fund performance and these properties. In this work, we use a new visual analytical tool, the density-based distribution map, to assist in this task. By visualizing various important fund characteristics from a real-world database of the US stock funds, our new visual representations greatly help understand the relation between fund characteristics and returns.",,Ye Zhao;Jamal Alsakran;Xinlei Zhao,"Kent State University, USA;Kent State University, USA;Kent State University, USA",,"Financial Data Visualization,Mutual Funds,,,,,,,Distribution Map,Decision Making,Regression Analysis,H.1.2 [User/Machine Systems]: Human Information Processing—Visualization,H.4.2 [Information Systems Applications]: Types of Systems—Decision Support,,,",,0,,
VAST-conf,2008,A 3D treemap approach for analyzing the classificatory distribution in patent portfolios,10.1109/VAST.2008.4677380,http://dx.doi.org/10.1109/VAST.2008.4677380,189,190,Conferences,"Due to the complexity of the patent domain and the huge amount of data, advanced interactive visual techniques are needed to support the analysis of large patent collections and portfolios. In this paper we present a new approach for visualizing the classificatory distribution of patent collections among the International Patent Classification (IPC) - todaypsilas most important internationally agreed patent classification system with about 70.000 categories. Our approach is based on an interactive three-dimensional treemap overlaid with adjacency edge bundles.",,Mark Giereth;Harald Bosch;Thomas Ertl,"Visualization and Interactive Systems Institute (VIS), University of Stuttgart, Germany;Visualization and Interactive Systems Institute (VIS), University of Stuttgart, Germany;Visualization and Interactive Systems Institute (VIS), University of Stuttgart, Germany",,"Patent Co-Classification Analysis,3D-Treemaps,,,,,,,3D Edge-Bundling,,,,,,,",,4,,
VAST-conf,2008,Supporting exploration awareness for visual analytics,10.1109/VAST.2008.4677378,http://dx.doi.org/10.1109/VAST.2008.4677378,185,186,Conferences,"While exploring data using information visualization, analysts try to make sense of the data, build cases, and present them to others. However, if the exploration is long or done in multiple sessions, it can be hard for analysts to remember all interesting visualizations and the relationships among them they have seen. Often, they will see the same or similar visualizations, and are unable to recall when, why and how they have seen something similar. Recalling and retrieving interesting visualizations are important tasks for the analysis processes such as problem solving, reasoning, and conceptualization. In this paper, we argue that offering support for thinking based on past analysis processes is important, and present a solution for this.",,Yedendra B. Shrinivasan;Jarke J. van Wijk,"Eindhoven University of Technology, The Netherlands;Eindhoven University of Technology, The Netherlands",,"H.5.2 [Information Interfaces and Presentation]: User Interfaces—Graphical User Interfaces (GUI),,,,,,,,,,,,,,,",,3,,
VAST-conf,2008,Grand challenge award: Data integration visualization and collaboration in the VAST 2008 Challenge,10.1109/VAST.2008.4677384,http://dx.doi.org/10.1109/VAST.2008.4677384,197,198,Conferences,The VAST 2008 Challenge consisted of four heterogeneous synthetic data sets each organized into separate mini-challenges. The Grand Challenge required integrating the raw data from these four data sets as well as integrating results and findings from team members working on specific mini-challenges. Modeling the problem with a semantic network provided a means for integrating both the raw data and the subjective findings.,,Donald Pellegrino;Chi-Chun Pan;Anthony Robinson;Michael Stryker;Junyan Luo;Chris Weaver;Prasenjit Mitra;Chaomei Chen;Ian Turton;Alan MacEachren,"Drexel University, USA;Penn State University, USA;Penn State University, USA;Penn State University, USA;Penn State University, USA;Penn State University, USA;Penn State University, USA;Drexel University, USA;Penn State University, USA;Penn State University, USA",,"Visual analytics,investigative analysis,,,,,,,intelligence analysis,information visualization,geovisualization,data integration,E.1 [Data]: Data Structures—Graphs and networks,H.5.3 [Information Systems]: Information Interfaces and Presentation—Group and Organization Interfaces,,",,1,,
conference_external,2008,Keynote address Practical applications of visual analytics: On the cusp of widespread adoption,10.1109/VAST.2008.4677347,http://dx.doi.org/10.1109/VAST.2008.4677347,xi,xi,Conferences,"Summary form only given. As practitioners and educators in the field of Visual Analytics Science and Technology, youpsilave seen the power of visual analytics for scientific and technical applications including Homeland Security. But visual analytics is spreading to the general business population solving unexpected problems and challenges. In this talk, Tableau Software CEO Christian Chabot will highlight the areas of opportunity for visual analytics and demonstrate real examples of practical problems being solved by visual analytics. Hepsilall share his vision for the future of this industry - how everyday people can and are using visual analytics to solve some of businesspsilas and societypsilas most challenging issues. Hepsilall also identify whatpsilas needed to bring visual analytics to the forefront of main-stream data analysis and how the industry is helping to deliver on those needs.",,Christian Chabot,"Tableau Software, USA",,",,,,,,,,,,,,,,,",,1,,
VAST-conf,2008,Grand challenge award: Interactive visual analytics palantir: The future of analysis,10.1109/VAST.2008.4677386,http://dx.doi.org/10.1109/VAST.2008.4677386,201,202,Conferences,"Palantir is a world-class analytic platform used worldwide by governmental and financial analysts. This paper provides an introduction to the platform contextualized by its application to the 2008 IEEE VAST contest. In this challenge, we explored a notional dataset about a fabricated religious movement, Catalanopsilas Paraiso Manifesto Movement.",,Jason Payne;Jake Solomon;Ravi Sankar;Bob McGrew,"100 Hamilton Ave Suite 300 Palo Alto CA 94301, USA;100 Hamilton Ave Suite 300 Palo Alto CA 94301, USA;100 Hamilton Ave Suite 300 Palo Alto CA 94301, USA;100 Hamilton Ave Suite 300 Palo Alto CA 94301, USA",,"Palantir,VAST 2008,,,,,,,visual analytics,data visualization,collaboration,H.5.2 [Information Systems]: Information Interfaces and Presentation—User Interfaces,,,,",,3,,
VAST-conf,2008,Evacuation traces mini challenge: User testing to obtain consensus discovering the terrorist,10.1109/VAST.2008.4677390,http://dx.doi.org/10.1109/VAST.2008.4677390,209,210,Conferences,"The adoption of visual analytics methodologies in security applications is an approach that could lead to interesting results. Usually, the data that has to be analyzed finds in a graphical representation its preferred nature, such as spatial or temporal relationships. Due to the nature of these applications, it is very important that key-details are made easy to identify. In the context of the VAST 2008 Challenge, we developed a visualization tool that graphically displays the movement of 82 employees of the Miami Department of Health (USA). We also asked 13 users to identify potential suspects and observe what happened during an evacuation of the building caused by an explosion. In this paper we explain the results of the user testing we conducted and how the users interpreted the event taken into account.",,Adalberto L. Simeone;Buono Paolo,"University of Bari, Italy;University of Bari, Italy",,"user testing,evacuation,,,,,,,visual analytics,casualties detection,H.1.2 [Models and principles]: User/Machine Systems—Human information processing,H.1.2 [Models and principles]: User/Machine Systems—Software psychology,,,,",,1,,
VAST-conf,2008,Evacuation trace Mini Challenge award: Tool integration analysis of movements with Geospatial Visual Analytics Toolkit,10.1109/VAST.2008.4677388,http://dx.doi.org/10.1109/VAST.2008.4677388,205,206,Conferences,"The Geospatial Visual Analytics Toolkit intended for exploratory analysis of spatial and spatio-temporal data has been recently enriched with specific visual and computational techniques supporting analysis of data about movement. We applied these and other techniques to the data and tasks of Mini Challenge 4, where it was necessary to analyze tracks of moving people.CR Categories and Subject Descriptors: H.1.2 [User/Machine Systems]: Human information processing - Visual Analytics; 1.6.9 [Visualization]: information visualization.",,Natalia Andrienko;Gennady Andrienko,"Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Sankt Augustin, Germany;Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Sankt Augustin, Germany",,"Movement data,spatio-temporal data,,,,,,,aggregation,scalable visualization,geovisualization,,,,,",,0,,
