Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited,Award
conference_external,2012,VAST Challenge 2012: Visual analytics for big data,10.1109/VAST.2012.6400529,https://doi.org/10.1109/VAST.2012.6400529,251,255,Conferences,"The 2012 Visual Analytics Science and Technology (VAST) Challenge posed two challenge problems for participants to solve using a combination of visual analytics software and their own analytic reasoning abilities. Challenge 1 (C1) involved visualizing the network health of the fictitious Bank of Money to provide situation awareness and identify emerging trends that could signify network issues. Challenge 2 (C2) involved identifying the issues of concern within a region of the Bank of Money network experiencing operational difficulties utilizing the provided network logs. Participants were asked to analyze the data and provide solutions and explanations for both challenges. The data sets were downloaded by nearly 1100 people by the close of submissions. The VAST Challenge received 40 submissions with participants from 12 different countries, and 14 awards were given.",,Kristin Cook;Georges Grinstein;Mark Whiting;Michael Cooper;Paul Havig;Kristen Liggett;Bohdan Nebesh;Celeste Lyn Paul,Pacific Northwest National Laboratory;University of Massachusetts Lowell;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Air Force Research Laboratory;Air Force Research Laboratory;National Security Agency;National Security Agency,,"Visual analytics,human information interaction,sense making,evaluation,metrics,contest,",,17,,
VAST-conf,2012,Exploring the impact of emotion on visual judgement,10.1109/VAST.2012.6400540,https://doi.org/10.1109/VAST.2012.6400540,227,228,Conferences,"Existing research suggests that individual personality differences can influence performance with visualizations. In addition to stable traits such as locus of control, research in psychology has found that temporary changes in affect (emotion) can significantly impact individual performance on cognitive tasks. We examine the relationship between fundamental visual judgement tasks and affect through a crowdsourced user study that combines affective-priming techniques from psychology with longstanding graphical perception experiments. Our results suggest that affective-priming can significantly influence accuracy in visual judgements, and that some chart types may be more affected than others.",,Lane Harrison;Remco Chang;Aidong Lu,UNC-Charlotte;Tufts University;UNC-Charlotte,,",,,,,,",,9,,
VAST-conf,2012,A generic model for the integration of interactive visualization and statistical computing using R,10.1109/VAST.2012.6400537,https://doi.org/10.1109/VAST.2012.6400537,233,234,Conferences,"This poster describes general concepts of integrating the statistical computation package R into a coordinated multiple views framework. The integration is based on a cyclic analysis workflow. In this model, interactive selections are a key aspect to trigger and control computations in R. Dynamic updates of data columns are a generic mechanism to transfer computational results back to the interactive visualization. Further aspects include the integration of the R console and an R object browser as views in our system. We illustrate our approach by means of an interactive modeling process.",,Johannes Kehrer;Roland N. Boubela;Peter Filzmoser;Harald Piringer,"VRVis Research Center, Vienna, Austria;Dept. of Statistics and Probability Theory, Vienna University of Technology, Austria;Dept. of Statistics and Probability Theory, Vienna University of Technology, Austria;VRVis Research Center, Vienna, Austria",,",,,,,,",,8,,
conference_external,2012,Big data exploration through visual analytics,10.1109/VAST.2012.6400514,https://doi.org/10.1109/VAST.2012.6400514,285,286,Conferences,"SAS® Visual Analytics Explorer is an advanced data visualization and exploratory data analysis application that is a component of the SAS Visual Analytics solution. It excels at handling big data problems like the VAST challenge. With a wide range of visual analytics features and the ability to scale to massive datasets, SAS Visual Analytics Explorer enables analysts to find patt er n s and relationships quickly and easily, no matter the size of their data. In this summary paper, we explain how we used SAS Visual Analytics Explorer to solve the VAST Challenge 2012 minichallenge 1.",,Nascif A. Abousalh-Neto;Sumeyye Kazgan,SAS Institute;SAS Institute,,"Visual analytics,big data,data visualization,exploratory data analysis,,,",,8,,
VAST-conf,2012,A case study: Tracking and visualizing the evolution of dark matter halos and groups of satellite halos in cosmology simulations,10.1109/VAST.2012.6400532,https://doi.org/10.1109/VAST.2012.6400532,243,244,Conferences,"In this poster, we track the evolution of cosmic structures and higher level host structures in cosmological simulation as they interact with each other. The structures found in these simulations are made up of groups of dark matter tracer particles called satellite halos and groups of satellite halos called host halos. We implement a multilevel tracking model to track dark matter tracer particles, satellite halos and host halos to understand their behaviour and show how the different structures are formed over time. We also represent the evolution of halos in the form of merger trees for detailed analysis by cosmologists.",,Jay Takle;Deborah Silver;Katrin Heitmann,"Rutgers The State University of New Jersey, New Brunswick, NJ, US;Rutgers The State University of New Jersey, New Brunswick, NJ, US;Argonne National Laboratory, Argonne, IL, US",,"Group tracking,multi-level tracking,merger tree,,,,",,8,,
conference_external,2012,Agile visual analytics for banking cyber “big data”,10.1109/VAST.2012.6400507,https://doi.org/10.1109/VAST.2012.6400507,299,300,Conferences,"This paper describes the rapid development of a tailored cyber situational awareness and analysis application for the 2012 IEEE VAST Mini-Challenge 1 (MC1) — Cyber Situation Awareness. The novel aspect of this project was in the process of developing the tailored solution for a “big data” application. Aperture is an open, adaptable, and extensible Web 2.0 visualization framework, designed to produce visualizations for analysts and decision makers in any common web browser. Aperture utilizes a novel layer-based approach to visualization assembly, and a data mapping API that simplifies the process of transformation of data or analytic results into visual forms and properties.",,David Jonker;Scott Langevin;Peter Schretlen;Casey Canfield,Oculus Info Inc.;Oculus Info Inc.;Oculus Info Inc.;Oculus Info Inc.,,"visual analytics,visualization,big data,agile,framework,toolkit,human information interaction",,6,,
conference_external,2012,situ: Situational understanding and discovery for cyber attacks,10.1109/VAST.2012.6400503,https://doi.org/10.1109/VAST.2012.6400503,307,308,Conferences,"Our entry into the VAST 2012 Mini Challenge 2 is a streaming visual analytic system that scores events based on anomalousness and maliciousness and presents each event to the user in a user-defined groupings in animated small-multiple views. The anomaly detection algorithm identifies low probability events, supporting awareness regarding atypical traffic patterns on the network. The maliciousness classifier incorporates both situated knowledge of an environment (policy and machine roles) and domain knowledge (encoded in the IDS alerts). We discuss the visualization design and classification techniques, as well as provide examples of timely detection from the challenge dataset.",,Lane Harrison;Jason Laska;Riley Spahn;Mike Iannacone;Evan Downing;Erik M. Ferragut;John R. Goodall,"Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.;Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.;Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.;Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.;Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.;Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.;Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.",,"H.5.2 [Information Interfaces & Presentations]: User Interfaces - Graphical User Interfaces (GUI),I.3.6 [Methodology and Techniques],Interaction Techniques,,,,",,5,,
VAST-conf,2012,Visualising variations in household energy consumption,10.1109/VAST.2012.6400545,https://doi.org/10.1109/VAST.2012.6400545,217,218,Conferences,"There is limited understanding of the relationship between neighbourhoods, demographic characteristics and domestic energy consumption habits. We report upon research that combines datasets relating to household energy use with geodemographics to enable better understanding of UK energy user types. A novel interactive interface is planned to evaluate the performance of specifically created energy-based data classifications. The research aims to help local governments and the energy industry in targeting households and populations for new energy saving schemes and in improving efforts to promote sustainable energy consumption. The new classifications may also stimulate consumption awareness amongst domestic users. This poster reports on initial visual findings and describes the research methodology, data sources and future visualisation requirements.",,Sarah Goodwin;Jason Dykes,"giCentre, City University London, UK;giCentre, City University London, UK",,"I.3.8 [Computing Methodologies]: Computer Graphics — Applications,H.5.2 [Information Systems]: Information Interfaces and Presentation — User Interfaces,H.2.8 [Information Systems]: Database Management — Database Applications,,,,",,4,,
conference_external,2012,Pixel-oriented Treemap for multiple displays,10.1109/VAST.2012.6400512,https://doi.org/10.1109/VAST.2012.6400512,289,290,Conferences,We have developed a Pixel-oriented Treemap visualization intended for use on multiple displays with collaborating users. It visualizes the health and status of about a million devices with a Treemap layout. In this paper we describe how we found useful pieces of the VAST 2012 Challenge MC1dataset and discuss how users interacted with this visualization during the analysis.,,Haeyong Chung;Yong Ju Cho;Jessica Self;Chris North,Virginia Tech;Virginia Tech;Virginia Tech;Virginia Tech,,"Large display,multiple displays,pixel-oriented visualization,treemap,physical navigation,,",,4,,
VAST-conf,2012,Matrix-based visual correlation analysis on large timeseries data,10.1109/VAST.2012.6400549,https://doi.org/10.1109/VAST.2012.6400549,209,210,Conferences,"In recent years, the quantity of time series data generated in a wide variety of domains grown consistently. Thus, it is difficult for analysts to process and understand this overwhelming amount of data. In the specific case of time series data another problem arises: time series can be highly interrelated. This problem becomes even more challenging when a set of parameters influences the progression of a time series. However, while most visual analysis techniques support the analysis of short time periods, e.g. one day or one week, they fail to visualize large-scale time series, ranging over one year or more. In our approach we present a time series matrix visualization that tackles this problem. Its primary advantages are that it scales to a large number of time series with different start and end points and allows for the visual comparison / correlation analysis of a set of influencing factors. To evaluate our approach, we applied our technique to a real-world data set, showing the impact of local weather conditions on the efficiency of photovoltaic power plants.",,Michael Behrisch;James Davey;Tobias Schreck;Daniel Keim;Jörn Kohlhammer,Universität Konstanz;Fraunhofer IGD;Universität Konstanz;Universität Konstanz;Fraunhofer IGD,,"H.3.3 [Information Search and Retrieval Design Tools and Techniques]: Information filtering —,,,,,,",,4,,
